No,longitude,latitude,buildingType
0,7.667367845021257,48.58095654924354,single_house
1,7.6674027135701825,48.580972836748174,single_house
2,7.667437582119108,48.58098912425282,single_house
3,7.667472450668034,48.58100541175745,single_house
4,7.667507319216959,48.58102169926209,single_house
5,7.667542187765885,48.58103798676673,commercial_building
6,7.66757705631481,48.58105427427137,single_house
7,7.667611924863736,48.581070561776,single_house
8,7.667646793412661,48.58108684928064,single_house
9,7.667681661961587,48.58110313678528,single_house
10,7.667716530510512,48.581119424289916,single_house
11,7.667751399059438,48.58113571179455,single_house
12,7.6677862676083635,48.581151999299195,single_house
13,7.667821136157289,48.58116828680383,single_house
14,7.6678560047062145,48.581184574308466,single_house
15,7.66789087325514,48.58120086181311,single_house
16,7.667925741804066,48.581217149317744,single_house
17,7.667960610352991,48.58123343682238,single_house
18,7.667995478901917,48.58124972432702,single_house
19,7.668030347450841,48.58126601183166,light_building
20,7.668065215999767,48.581282299336294,garage
21,7.668100084548692,48.58129858684093,commercial_building
22,7.668134953097618,48.58131487434557,single_house
23,7.6681698216465435,48.58133116185021,single_house
24,7.668204690195469,48.581347449354844,single_house
25,7.668239558744395,48.58136373685949,single_house
26,7.66827442729332,48.58138002436412,garage
27,7.668309295842246,48.58139631186876,single_house
28,7.668344164391171,48.5814125993734,light_building
29,7.668379032940097,48.58142888687804,single_house
30,7.668413901489022,48.58144517438267,commercial_building
31,7.668448770037948,48.581461461887315,single_house
32,7.668483638586873,48.58147774939195,single_house
33,7.668518507135799,48.581494036896586,single_house
34,7.668553375684724,48.58151032440123,commercial_building
35,7.66858824423365,48.581526611905865,single_house
36,7.6686231127825755,48.5815428994105,single_house
37,7.668657981331501,48.581559186915136,single_house
38,7.6686928498804265,48.58157547441978,single_house
39,7.668727718429352,48.581591761924415,single_house
40,7.668762586978278,48.58160804942905,single_house
41,7.668797455527203,48.58162433693369,single_house
42,7.668832324076129,48.58164062443833,single_house
43,7.668867192625054,48.581656911942964,garage
44,7.66890206117398,48.58167319944761,single_house
45,7.668936929722905,48.58168948695224,single_house
46,7.668971798271831,48.58170577445688,single_house
47,7.669006666820756,48.58172206196152,single_house
48,7.669041535369682,48.58173834946616,commercial_building
49,7.6690764039186075,48.58175463697079,collective_house
50,7.669111272467533,48.58177092447543,single_house
51,7.6691461410164585,48.58178721198007,single_house
52,7.669181009565384,48.58180349948471,single_house
53,7.66921587811431,48.58181978698934,garage
54,7.669250746663235,48.581836074493985,single_house
55,7.669285615212161,48.58185236199862,single_house
56,7.669320483761085,48.58186864950326,commercial_building
57,7.669355352310011,48.5818849370079,single_house
58,7.669390220858936,48.581901224512535,commercial_building
59,7.669425089407862,48.58191751201717,single_house
60,7.6694599579567875,48.58193379952181,single_house
61,7.669494826505713,48.58195008702645,garage
62,7.6695296950546386,48.581966374531085,garage
63,7.669564563603564,48.58198266203572,single_house
64,7.66959943215249,48.58199894954036,single_house
65,7.669634300701415,48.582015237045,collective_house
66,7.669669169250341,48.582031524549635,single_house
67,7.669704037799266,48.58204781205428,single_house
68,7.669738906348192,48.58206409955891,single_house
69,7.669773774897117,48.58208038706355,single_house
70,7.669808643446043,48.58209667456819,light_building
71,7.669843511994968,48.58211296207283,single_house
72,7.669878380543894,48.58212924957746,single_house
73,7.6699132490928195,48.582145537082106,single_house
74,7.669948117641745,48.58216182458674,garage
75,7.6699829861906705,48.58217811209138,single_house
76,7.670017854739596,48.58219439959601,single_house
77,7.670052723288522,48.582210687100655,single_house
78,7.670087591837447,48.58222697460529,single_house
79,7.670122460386373,48.58224326210993,garage
80,7.670157328935298,48.58225954961457,single_house
81,7.670192197484224,48.582275837119205,commercial_building
82,7.670227066033149,48.58229212462384,single_house
83,7.670261934582075,48.582308412128484,single_house
84,7.670296803131,48.58232469963312,single_house
85,7.670331671679926,48.582340987137755,commercial_building
86,7.6703665402288514,48.5823572746424,single_house
87,7.670401408777777,48.58237356214703,single_house
88,7.6704362773267025,48.58238984965167,single_house
89,7.670471145875628,48.58240613715631,single_house
90,7.670506014424554,48.58242242466095,single_house
91,7.670540882973479,48.58243871216558,single_house
92,7.670575751522405,48.58245499967022,commercial_building
93,7.670610620071329,48.58247128717486,single_house
94,7.670645488620255,48.5824875746795,single_house
95,7.67068035716918,48.58250386218413,single_house
96,7.670715225718106,48.582520149688776,collective_house
97,7.6707500942670315,48.58253643719341,garage
98,7.670784962815957,48.58255272469805,single_house
99,7.6708198313648825,48.58256901220269,single_house
100,7.670854699913808,48.582585299707326,single_house
101,7.670889568462734,48.58260158721196,garage
102,7.670924437011659,48.582617874716604,garage
103,7.670959305560585,48.58263416222124,single_house
104,7.67099417410951,48.582650449725875,single_house
105,7.671029042658436,48.58266673723051,commercial_building
106,7.671063911207361,48.582683024735154,single_house
107,7.671098779756287,48.58269931223979,garage
108,7.671133648305212,48.582715599744425,single_house
109,7.671168516854138,48.58273188724907,single_house
110,7.6712033854030635,48.5827481747537,single_house
111,7.671238253951989,48.58276446225834,single_house
112,7.6712731225009145,48.58278074976298,single_house
113,7.67130799104984,48.58279703726762,commercial_building
114,7.671342859598766,48.58281332477225,garage
115,7.671377728147691,48.582829612276896,single_house
116,7.671412596696617,48.58284589978153,garage
117,7.671447465245542,48.58286218728617,garage
118,7.671482333794468,48.5828784747908,single_house
119,7.671517202343393,48.582894762295446,single_house
120,7.671552070892319,48.58291104980008,commercial_building
121,7.671586939441244,48.58292733730472,single_house
122,7.67162180799017,48.58294362480936,single_house
123,7.671656676539095,48.582959912313996,single_house
124,7.671691545088021,48.58297619981863,single_house
