,longitude,latitude,buildingType
0,7.767091335403582,48.59063918144209,collective_house
1,7.770701593234691,48.59462967283349,commercial_building
2,7.776720324767636,48.58825004690548,single_house
3,7.768808772497644,48.59467413806758,commercial_building
4,7.766940442076137,48.59189408184454,collective_house
5,7.761774040634396,48.60122455069092,commercial_building
6,7.757069504339936,48.5999890373924,commercial_building
7,7.760471964620257,48.59530467129085,single_house
8,7.759799618159388,48.59467914551362,commercial_building
9,7.759842614953616,48.59443501022313,commercial_building
10,7.759844236939237,48.59437817070338,commercial_building
11,7.759844236939237,48.59437817070338,commercial_building
12,7.75955273007891,48.59425016139902,commercial_building
13,7.763339146921395,48.59523669145771,single_house
14,7.760533580801325,48.59539953043829,single_house
15,7.760834752605763,48.59536494035946,single_house
16,7.761374081351656,48.59531991226255,collective_house
17,7.761105152519571,48.59535050810632,collective_house
18,7.761975708550703,48.59542198027177,single_house
19,7.761749079137261,48.59542474973365,single_house
20,7.761664984433645,48.59532177909978,collective_house
21,7.762688874033515,48.59537628961655,single_house
22,7.762502073178693,48.59538377399619,single_house
23,7.762330652618242,48.59539604779646,single_house
24,7.762833982285312,48.59504515514221,garage
25,7.763206900253262,48.59524649604265,single_house
26,7.763336704093934,48.59504574106116,single_house
27,7.763439479370838,48.59496592518636,single_house
28,7.763289711348074,48.59473852230639,single_house
29,7.76209208313989,48.59516318930766,garage
30,7.7610139038994,48.5951838421495,garage
31,7.760755687817197,48.59519778728482,garage
32,7.76038730650446,48.59406084324362,commercial_building
33,7.759604092707022,48.59497895120428,commercial_building
34,7.760292164009932,48.59534431209669,single_house
35,7.760265389392333,48.59509486086074,single_house
36,7.758832189501334,48.59741055932237,commercial_building
37,7.758319445757922,48.59718055705754,commercial_building
38,7.758684066463403,48.59720110935098,commercial_building
39,7.758331393923611,48.59735670818903,commercial_building
40,7.780209431290565,48.59514173109088,commercial_building
41,7.779112513058196,48.59535885751599,commercial_building
42,7.778638176505924,48.59519318179748,commercial_building
43,7.784717549479612,48.59449176566743,single_house
44,7.784874854900238,48.59573628027644,single_house
45,7.780517938609109,48.59549971177539,commercial_building
46,7.780729956012588,48.59515864915117,commercial_building
47,7.780781801040709,48.59504211480495,commercial_building
48,7.780886163389844,48.59547048558164,commercial_building
49,7.780772689814762,48.59476401596213,commercial_building
50,7.782064673100057,48.59284660270851,light_building
51,7.7807401688329,48.5931296759847,light_building
52,7.7811536200519,48.59319415520034,light_building
53,7.77953266820071,48.59473817523505,light_building
54,7.779646903728988,48.59395135674207,light_building
55,7.782540567009063,48.59387643857198,light_building
56,7.778744611928612,48.5940865979344,commercial_building
57,7.781048099424202,48.59672202235467,single_house
58,7.781344173308254,48.59651275763445,single_house
59,7.781218107469868,48.59612941885711,single_house
60,7.781198414579475,48.59600314391969,single_house
61,7.780847781589626,48.59594244615522,single_house
62,7.778255426789828,48.59701182674024,single_house
63,7.778024358331468,48.59708509642141,light_building
64,7.780460413758841,48.59699618286164,single_house
65,7.780490310985517,48.59665433482605,light_building
66,7.779052049079794,48.58779675263462,collective_house
67,7.778720180730893,48.58734598360498,collective_house
68,7.779104248813739,48.58888869328087,collective_house
69,7.781162521432985,48.58906997374309,collective_house
70,7.782472913253473,48.58910918236832,collective_house
71,7.782256987571436,48.58934767229862,single_house
72,7.781818108213948,48.58961405499242,single_house
73,7.782327322893703,48.58927004384106,collective_house
74,7.781277257062472,48.58940720495144,collective_house
75,7.781457454983518,48.5891608463298,collective_house
76,7.780581795042603,48.58840842771288,collective_house
77,7.7819395495387,48.58865391081864,collective_house
78,7.781857711776255,48.58830844444585,collective_house
79,7.781285264585698,48.58873340007106,collective_house
80,7.780662715588446,48.58847636681894,collective_house
81,7.780873844105856,48.58814074521244,collective_house
82,7.780642848924615,48.587664294688,collective_house
83,7.780133183652227,48.58751266456014,collective_house
84,7.780642190011329,48.58750841677226,collective_house
85,7.781221047929605,48.58774828151694,collective_house
86,7.780532232148425,48.58739027725006,collective_house
87,7.781339700904271,48.58784263958175,commercial_building
88,7.781445322224978,48.58821058136532,collective_house
89,7.781789727356171,48.587698370789,single_house
90,7.782040725143321,48.58768016323349,single_house
91,7.782623464556971,48.58822987384162,single_house
92,7.781919135678049,48.58796982946291,single_house
93,7.782084506057495,48.58811457668126,single_house
94,7.782062201205769,48.58825696102964,single_house
95,7.782519470591605,48.58848909404053,single_house
96,7.781795763578882,48.58783871375345,single_house
97,7.782511960843214,48.58769364650357,single_house
98,7.78247796168509,48.58766347343233,single_house
99,7.782679596935409,48.58796717212815,collective_house
100,7.782237213770168,48.58761548317069,collective_house
101,7.782679011848549,48.58848087307329,single_house
102,7.782771965235378,48.58875469883037,single_house
103,7.780120380060382,48.58677781005685,single_house
104,7.779912326460996,48.58653744953533,single_house
105,7.78070923139301,48.58685956858569,single_house
106,7.781784456570243,48.58713533899499,single_house
107,7.780159294304431,48.58626707471695,single_house
108,7.780423656001147,48.58621679051073,single_house
109,7.780598038271422,48.5863413515095,single_house
110,7.781379449833034,48.58685063453743,single_house
111,7.781166959990176,48.58665100696075,single_house
112,7.780847596968988,48.58644125905744,single_house
113,7.781917018175361,48.58736702028583,single_house
114,7.779538790051649,48.58640377321161,single_house
115,7.780346931709277,48.58678942746048,single_house
116,7.78073244549899,48.58690549641215,single_house
117,7.780889361332923,48.58704698045479,single_house
118,7.781061371455309,48.58720497893279,single_house
119,7.781686984705356,48.58751055029291,collective_house
120,7.780304362100978,48.58691820661848,collective_house
121,7.779874310675403,48.58723649793782,collective_house
122,7.778333469160462,48.5876183676363,collective_house
123,7.778304384852318,48.58785024034417,collective_house
124,7.77760095444136,48.5883732660807,single_house
125,7.77713711741124,48.58878302050715,single_house
126,7.777247681898454,48.5889525056828,single_house
127,7.777471863452305,48.58890835025733,collective_house
128,7.777583161222428,48.58820816238061,single_house
129,7.777794328861576,48.58845290783032,single_house
130,7.778036626815517,48.58872614098901,single_house
131,7.777366354694989,48.58848182420908,single_house
132,7.777087791362776,48.58849572347272,single_house
133,7.772360291822328,48.59100975581935,collective_house
134,7.771518517231313,48.59111924493665,collective_house
135,7.770320886516604,48.59125922941991,single_house
136,7.770280780744494,48.59213047536533,single_house
137,7.769742052798386,48.59137707977496,garage
138,7.769646944567941,48.59091498643849,collective_house
139,7.769693868118567,48.59111677009106,single_house
140,7.769982223437522,48.59125479547853,single_house
141,7.769969100907954,48.59167707342655,garage
142,7.769661955633778,48.59134784975402,commercial_building
143,7.769261336691286,48.59124496821597,commercial_building
144,7.769672040086037,48.59159256622282,commercial_building
145,7.77026278175448,48.59209695345695,single_house
146,7.770088653801895,48.59194533272875,commercial_building
147,7.770461636569588,48.59181952112014,garage
148,7.770532331750359,48.59143278245133,collective_house
149,7.770822393250294,48.59094892480559,collective_house
150,7.771387922148816,48.59157314147832,collective_house
151,7.771768693148302,48.59042160380094,collective_house
152,7.772466158079553,48.59096405097442,collective_house
153,7.771570077242975,48.59056745593654,collective_house
154,7.771322121483619,48.59069366112449,collective_house
155,7.771045906017932,48.59082280048448,collective_house
156,7.771521701126978,48.59096050958879,collective_house
157,7.771524647121898,48.59152903507654,collective_house
158,7.770808912242558,48.59160552428341,collective_house
159,7.772022448162457,48.59073133540496,collective_house
160,7.770561428885305,48.59109637672017,single_house
161,7.774268135599776,48.58921459729793,single_house
162,7.772802869068935,48.58988984430849,collective_house
163,7.772634654131021,48.58999662942239,collective_house
